Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
ID18353,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,11,27,Online,0,0,0,106.33,1,Not_Canceled
ID18354,2,0,1,2,Meal Plan 1,0,Room_Type 1,177,2018,10,14,Offline,0,0,0,80.75,0,Not_Canceled
ID18355,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2017,12,4,Corporate,0,0,0,50.0,0,Not_Canceled
ID18356,2,0,2,4,Meal Plan 1,0,Room_Type 1,57,2018,2,27,Online,0,0,0,59.21,1,Not_Canceled
ID18357,2,0,0,3,Meal Plan 1,0,Room_Type 7,3,2018,9,22,Online,0,0,0,218.72,1,Not_Canceled
ID18358,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled
ID18359,0,2,0,1,Meal Plan 1,0,Room_Type 2,143,2018,8,18,Online,0,0,0,97.54,1,Not_Canceled
ID18360,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,10,1,Online,0,0,0,88.17,1,Not_Canceled
ID18361,2,0,1,2,Meal Plan 1,0,Room_Type 1,88,2018,4,4,Online,0,0,0,90.3,1,Not_Canceled
ID18362,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
ID18363,2,0,1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,95.88,1,Not_Canceled
ID18364,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
ID18365,2,0,2,0,Not Selected,0,Room_Type 1,18,2018,4,10,Online,0,0,0,106.0,0,Canceled
ID18366,2,0,1,1,Meal Plan 1,0,Room_Type 1,28,2017,10,5,Offline,0,0,0,70.0,0,Canceled
ID18367,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled
ID18368,2,0,0,3,Meal Plan 1,0,Room_Type 1,196,2018,8,4,Online,0,0,0,105.3,0,Canceled
ID18369,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled
ID18370,1,0,0,1,Not Selected,0,Room_Type 1,43,2018,11,3,Online,0,0,0,88.0,3,Not_Canceled
ID18371,2,0,2,3,Meal Plan 1,0,Room_Type 1,57,2018,5,13,Online,0,0,0,119.85,0,Canceled
ID18372,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2017,10,23,Online,0,0,0,136.0,0,Not_Canceled
ID18373,1,0,1,0,Meal Plan 2,0,Room_Type 1,3,2018,2,8,Online,0,0,0,129.0,1,Not_Canceled
ID18374,0,2,2,3,Meal Plan 1,0,Room_Type 2,142,2018,8,21,Online,0,0,0,95.79,1,Not_Canceled
ID18375,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,2,26,Corporate,0,0,0,31.0,1,Not_Canceled
ID18376,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,2018,6,17,Offline,0,0,0,80.75,0,Not_Canceled
ID18377,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled
ID18378,2,0,2,1,Meal Plan 1,0,Room_Type 1,222,2018,9,3,Online,0,0,0,99.6,1,Not_Canceled
ID18379,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
ID18380,1,0,1,3,Meal Plan 2,0,Room_Type 1,49,2018,6,27,Offline,0,0,0,72.0,0,Not_Canceled
ID18381,1,0,1,1,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,76.0,0,Not_Canceled
ID18382,1,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,10,16,Online,0,0,0,107.1,1,Canceled
ID18383,2,0,2,3,Not Selected,0,Room_Type 1,133,2018,8,21,Online,0,0,0,70.04,2,Not_Canceled
ID18384,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,2018,7,11,Corporate,0,0,0,79.0,0,Not_Canceled
ID18385,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,9,10,Online,0,0,0,149.4,0,Canceled
ID18386,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
ID18387,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,6,16,Offline,0,0,0,80.75,0,Not_Canceled
ID18388,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,2018,3,10,Online,0,0,0,73.95,1,Not_Canceled
ID18389,2,0,0,4,Meal Plan 1,0,Room_Type 1,26,2018,2,3,Online,0,0,0,89.0,1,Not_Canceled
ID18390,2,0,2,5,Meal Plan 1,0,Room_Type 1,52,2018,8,2,Online,0,0,0,135.9,1,Not_Canceled
ID18391,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
ID18392,2,0,1,2,Meal Plan 1,0,Room_Type 1,69,2018,6,27,Online,0,0,0,111.9,0,Canceled
ID18393,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Not_Canceled
ID18394,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
ID18395,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79.0,0,Not_Canceled
ID18396,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,Not_Canceled
ID18397,1,0,1,1,Not Selected,0,Room_Type 1,121,2018,11,19,Online,0,0,0,79.2,1,Not_Canceled
ID18398,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,8,22,Online,0,0,0,98.0,2,Not_Canceled
ID18399,2,0,0,2,Meal Plan 1,0,Room_Type 1,72,2018,2,12,Offline,0,0,0,60.0,1,Not_Canceled
ID18400,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,11,3,Offline,0,0,0,75.0,1,Not_Canceled
ID18401,1,0,3,6,Meal Plan 1,0,Room_Type 1,2,2017,12,5,Corporate,0,0,0,91.67,0,Not_Canceled
ID18402,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,2,21,Online,0,0,0,85.0,0,Canceled
ID18403,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,3,13,Online,0,0,0,73.95,1,Not_Canceled
ID18404,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
ID18405,2,0,2,2,Meal Plan 1,0,Room_Type 1,160,2018,5,22,Online,0,0,0,99.45,1,Not_Canceled
ID18406,2,0,0,4,Meal Plan 1,0,Room_Type 1,116,2018,5,4,Offline,0,0,0,76.0,1,Not_Canceled
ID18407,2,0,0,4,Meal Plan 1,0,Room_Type 2,201,2018,7,12,Online,0,0,0,81.82,0,Canceled
ID18408,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2017,10,23,Online,0,0,0,74.88,1,Not_Canceled
ID18409,2,2,2,4,Meal Plan 1,0,Room_Type 6,156,2018,8,17,Online,0,0,0,170.28,0,Canceled
ID18410,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
ID18411,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
ID18412,2,0,1,4,Meal Plan 1,0,Room_Type 4,85,2018,7,13,Online,0,0,0,91.48,1,Not_Canceled
ID18413,2,0,0,2,Not Selected,0,Room_Type 1,44,2018,6,22,Online,0,0,0,89.1,0,Canceled
ID18414,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2017,9,14,Offline,0,0,0,84.0,0,Not_Canceled
ID18415,2,0,1,3,Not Selected,0,Room_Type 1,21,2018,10,3,Online,0,0,0,129.0,1,Not_Canceled
ID18416,1,0,2,2,Meal Plan 1,0,Room_Type 4,55,2018,6,17,Online,0,0,0,133.65,1,Not_Canceled
ID18417,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,2017,12,8,Online,0,0,0,97.0,1,Not_Canceled
ID18418,2,0,1,2,Meal Plan 1,0,Room_Type 1,38,2017,9,21,Online,0,0,0,145.8,1,Not_Canceled
ID18419,1,0,1,0,Meal Plan 1,0,Room_Type 1,32,2018,10,10,Corporate,0,0,0,95.0,0,Not_Canceled
ID18420,2,0,2,1,Meal Plan 1,0,Room_Type 1,81,2017,7,26,Online,0,0,0,76.5,1,Canceled
ID18421,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,2018,12,3,Online,0,0,0,89.89,0,Not_Canceled
ID18422,2,0,0,3,Meal Plan 1,0,Room_Type 4,47,2017,11,11,Offline,0,0,0,60.0,0,Not_Canceled
ID18423,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
ID18424,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,108.0,0,Canceled
ID18425,2,0,2,1,Not Selected,0,Room_Type 1,59,2018,3,13,Online,0,0,0,67.5,0,Not_Canceled
ID18426,2,0,2,3,Meal Plan 1,0,Room_Type 1,47,2018,7,1,Online,0,0,0,117.9,1,Not_Canceled
ID18427,1,0,0,3,Meal Plan 1,0,Room_Type 4,67,2018,5,31,Online,0,0,0,140.4,1,Not_Canceled
ID18428,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,2018,12,2,Offline,0,0,0,52.0,0,Not_Canceled
ID18429,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled
ID18430,2,0,1,2,Meal Plan 1,0,Room_Type 1,71,2018,12,2,Offline,0,0,0,75.0,0,Not_Canceled
ID18431,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Corporate,0,0,0,100.0,0,Not_Canceled
ID18432,2,0,1,3,Meal Plan 1,0,Room_Type 1,6,2018,9,8,Online,0,0,0,161.5,2,Not_Canceled
ID18433,1,0,0,4,Not Selected,0,Room_Type 1,1,2018,6,14,Online,0,0,0,121.5,1,Not_Canceled
ID18434,1,0,0,3,Not Selected,0,Room_Type 1,138,2018,11,30,Online,0,0,0,82.2,2,Not_Canceled
ID18435,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
ID18436,1,0,1,1,Meal Plan 1,0,Room_Type 4,5,2018,9,12,Aviation,1,2,1,110.0,0,Not_Canceled
ID18437,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0,Canceled
ID18438,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,8,5,Online,0,0,0,151.0,1,Not_Canceled
ID18439,2,1,0,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,Offline,0,0,0,144.8,0,Not_Canceled
ID18440,2,1,2,3,Meal Plan 1,0,Room_Type 4,40,2017,11,1,Offline,0,0,0,60.0,1,Not_Canceled
ID18441,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled
ID18442,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,2018,10,27,Online,0,0,0,90.95,2,Not_Canceled
ID18443,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,2017,8,23,Online,0,0,0,76.5,0,Not_Canceled
ID18444,2,0,1,1,Meal Plan 2,0,Room_Type 4,76,2018,11,19,Online,0,0,0,146.8,3,Not_Canceled
ID18445,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,2018,5,9,Online,0,0,0,126.0,1,Not_Canceled
ID18446,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
ID18447,2,0,2,3,Meal Plan 1,0,Room_Type 2,73,2018,3,17,Online,0,0,0,72.12,1,Canceled
ID18448,2,0,1,3,Meal Plan 1,0,Room_Type 1,143,2018,9,22,Online,0,0,0,129.6,0,Canceled
ID18449,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
ID18450,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,Not_Canceled
ID18451,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
ID18452,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
ID18453,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
ID18454,2,1,1,3,Meal Plan 1,0,Room_Type 4,6,2018,8,25,Online,0,0,0,145.9,0,Canceled
ID18455,2,0,2,0,Meal Plan 1,1,Room_Type 1,2,2018,1,3,Online,0,0,0,80.6,0,Not_Canceled
ID18456,1,0,1,4,Meal Plan 1,0,Room_Type 1,29,2018,3,2,Online,0,0,0,78.2,0,Canceled
ID18457,2,0,0,2,Meal Plan 1,0,Room_Type 4,85,2018,5,26,Online,0,0,0,140.4,1,Canceled
ID18458,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,2018,4,1,Online,0,0,0,81.9,0,Not_Canceled
ID18459,2,0,1,3,Meal Plan 1,0,Room_Type 4,77,2018,9,19,Online,0,0,0,149.4,2,Not_Canceled
ID18460,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,8,24,Complementary,1,0,9,0.0,2,Not_Canceled
ID18461,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
ID18462,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled
ID18463,2,1,1,4,Meal Plan 1,0,Room_Type 1,133,2018,9,19,Online,0,0,0,156.15,3,Not_Canceled
ID18464,2,0,0,1,Not Selected,0,Room_Type 1,1,2017,9,23,Online,0,0,0,152.0,0,Not_Canceled
ID18465,2,0,2,1,Meal Plan 1,0,Room_Type 4,283,2018,10,23,Online,0,0,0,111.3,1,Canceled
ID18466,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled
ID18467,2,1,0,2,Meal Plan 1,1,Room_Type 1,17,2018,7,26,Online,0,0,0,178.0,2,Not_Canceled
ID18468,1,0,3,7,Meal Plan 1,0,Room_Type 1,10,2018,12,2,Online,0,0,0,76.59,0,Not_Canceled
ID18469,2,1,0,2,Meal Plan 1,1,Room_Type 1,50,2018,10,5,Online,0,0,0,144.0,2,Not_Canceled
ID18470,3,0,2,4,Meal Plan 1,0,Room_Type 4,288,2018,12,25,Online,0,0,0,107.38,0,Not_Canceled
ID18471,2,0,0,1,Not Selected,0,Room_Type 1,5,2018,8,17,Online,0,0,0,118.0,2,Not_Canceled
ID18472,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,6,23,Online,0,0,0,91.0,1,Not_Canceled
ID18473,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
ID18474,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
ID18475,2,0,1,1,Meal Plan 1,0,Room_Type 1,29,2018,9,17,Offline,0,0,0,95.0,0,Not_Canceled
ID18476,2,0,0,4,Meal Plan 1,0,Room_Type 1,153,2018,10,19,Offline,0,0,0,89.76,0,Canceled
ID18477,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled
ID18478,2,1,2,5,Meal Plan 1,0,Room_Type 1,101,2018,12,21,Online,0,0,0,122.0,2,Canceled
ID18479,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2017,9,29,Online,0,0,0,136.67,2,Not_Canceled
ID18480,3,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,4,5,Offline,0,0,0,105.0,1,Not_Canceled
ID18481,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,1,3,Online,0,0,0,99.0,0,Not_Canceled
ID18482,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,9,9,Online,0,0,0,135.9,2,Not_Canceled
ID18483,2,0,0,3,Not Selected,0,Room_Type 1,36,2018,10,25,Online,0,0,0,109.0,2,Not_Canceled
ID18484,2,0,2,2,Not Selected,0,Room_Type 1,85,2018,7,17,Online,0,0,0,94.5,0,Canceled
ID18485,2,2,2,0,Meal Plan 1,0,Room_Type 6,134,2018,7,24,Online,0,0,0,177.3,0,Canceled
ID18486,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled
ID18487,2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,Canceled
ID18488,3,0,0,3,Meal Plan 1,0,Room_Type 4,53,2018,4,7,Online,0,0,0,137.7,1,Not_Canceled
ID18489,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,2018,8,25,Online,0,0,0,131.4,1,Not_Canceled
ID18490,2,0,1,2,Not Selected,0,Room_Type 1,52,2018,10,17,Online,0,0,0,108.0,0,Canceled
ID18491,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,12,20,Offline,0,0,0,58.0,0,Not_Canceled
ID18492,3,0,0,1,Meal Plan 1,0,Room_Type 4,146,2018,7,8,Online,0,0,0,146.7,2,Not_Canceled
ID18493,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,19,Corporate,1,0,1,65.0,0,Not_Canceled
ID18494,2,0,3,7,Meal Plan 1,0,Room_Type 2,232,2018,8,1,Online,0,0,0,81.82,2,Canceled
ID18495,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled
ID18496,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
ID18497,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled
ID18498,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
ID18499,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,1,24,Online,0,0,0,87.3,0,Not_Canceled
ID18500,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,2018,12,1,Online,0,0,0,68.07,1,Not_Canceled
ID18501,2,0,0,3,Not Selected,0,Room_Type 1,157,2018,6,30,Online,0,0,0,85.5,0,Canceled
ID18502,1,0,1,0,Meal Plan 1,1,Room_Type 1,26,2018,8,8,Corporate,0,0,0,65.0,0,Not_Canceled
ID18503,2,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,5,14,Online,0,0,0,140.4,0,Canceled
ID18504,1,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,9,25,Offline,0,0,0,90.0,0,Canceled
ID18505,2,0,2,3,Meal Plan 1,0,Room_Type 4,34,2018,10,15,Online,0,0,0,166.8,2,Not_Canceled
ID18506,1,0,1,0,Meal Plan 1,0,Room_Type 5,0,2018,10,3,Online,0,0,0,156.0,0,Not_Canceled
ID18507,2,1,0,1,Meal Plan 1,0,Room_Type 1,111,2018,7,16,Online,0,0,0,121.5,1,Not_Canceled
ID18508,3,0,2,1,Meal Plan 1,0,Room_Type 1,89,2018,9,25,Offline,0,0,0,127.33,0,Canceled
ID18509,2,1,2,1,Meal Plan 1,0,Room_Type 1,50,2018,11,5,Online,0,0,0,114.09,0,Canceled
ID18510,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72.25,0,Not_Canceled
ID18511,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,2017,8,21,Online,0,0,0,123.5,3,Not_Canceled
ID18512,2,0,0,4,Not Selected,0,Room_Type 1,179,2018,10,26,Online,0,0,0,80.1,1,Not_Canceled
ID18513,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
ID18514,3,0,1,1,Meal Plan 1,0,Room_Type 1,169,2018,8,22,Online,0,0,0,137.7,0,Canceled
ID18515,2,1,1,1,Meal Plan 1,0,Room_Type 1,105,2018,12,26,Online,0,0,0,83.05,0,Not_Canceled
ID18516,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,2018,4,27,Offline,0,0,0,90.0,0,Canceled
ID18517,2,0,2,6,Meal Plan 1,0,Room_Type 1,49,2017,10,23,Online,0,0,0,94.5,1,Not_Canceled
ID18518,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,12,5,Online,0,0,0,65.91,0,Not_Canceled
ID18519,2,0,2,1,Not Selected,0,Room_Type 1,28,2018,8,21,Online,0,0,0,134.37,1,Not_Canceled
ID18520,2,0,0,2,Meal Plan 1,1,Room_Type 1,30,2018,7,12,Online,0,0,0,144.9,1,Not_Canceled
ID18521,2,0,1,0,Meal Plan 1,0,Room_Type 7,9,2018,9,11,Complementary,0,0,0,0.0,2,Not_Canceled
ID18522,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,9,22,Online,0,0,0,159.0,3,Not_Canceled
ID18523,1,0,1,1,Meal Plan 1,0,Room_Type 1,42,2018,8,15,Offline,0,0,0,72.0,0,Canceled
ID18524,2,0,0,4,Not Selected,0,Room_Type 1,57,2018,3,30,Online,0,0,0,76.76,0,Canceled
ID18525,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Not_Canceled
ID18526,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,6,Online,0,0,0,73.9,0,Not_Canceled
ID18527,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,11,20,Online,0,0,0,91.38,1,Not_Canceled
ID18528,1,0,0,1,Not Selected,0,Room_Type 1,28,2018,10,19,Online,0,0,0,87.01,1,Not_Canceled
ID18529,2,0,0,1,Meal Plan 1,0,Room_Type 1,157,2018,5,19,Online,0,0,0,84.24,0,Canceled
ID18530,3,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,7,Online,0,0,0,98.0,1,Not_Canceled
ID18531,1,0,1,3,Meal Plan 1,0,Room_Type 1,7,2018,5,16,Corporate,0,0,0,130.0,0,Not_Canceled
ID18532,1,0,0,1,Meal Plan 1,1,Room_Type 4,14,2018,9,28,Corporate,1,0,6,119.0,1,Not_Canceled
ID18533,1,0,2,1,Meal Plan 1,0,Room_Type 1,68,2017,7,4,Online,0,0,0,68.0,0,Canceled
ID18534,1,0,1,3,Meal Plan 1,0,Room_Type 1,64,2018,5,16,Online,0,0,0,115.6,0,Canceled
ID18535,1,0,1,2,Meal Plan 1,0,Room_Type 5,3,2018,2,29,Corporate,0,0,0,107.0,0,Not_Canceled
ID18536,2,0,1,2,Meal Plan 1,0,Room_Type 4,14,2017,10,30,Offline,0,0,0,98.67,1,Not_Canceled
ID18537,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,2017,10,20,Online,0,0,0,126.0,2,Not_Canceled
ID18538,3,0,1,4,Meal Plan 1,0,Room_Type 4,63,2018,4,25,Online,0,0,0,134.47,2,Not_Canceled
ID18539,1,1,0,3,Meal Plan 1,0,Room_Type 1,108,2018,5,4,Online,0,0,0,92.4,0,Not_Canceled
ID18540,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,10,7,Online,0,0,0,139.0,1,Not_Canceled
ID18541,2,0,1,2,Meal Plan 1,0,Room_Type 4,105,2018,7,15,Online,0,0,0,118.8,1,Not_Canceled
ID18542,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,4,7,Corporate,0,0,0,91.0,0,Not_Canceled
ID18543,2,0,0,3,Not Selected,0,Room_Type 1,100,2018,4,27,Online,0,0,0,91.5,0,Canceled
ID18544,2,1,2,6,Meal Plan 1,0,Room_Type 1,152,2018,12,27,Online,0,0,0,114.43,1,Not_Canceled
ID18545,2,0,1,3,Meal Plan 1,0,Room_Type 1,87,2018,10,31,Online,0,0,0,90.23,1,Not_Canceled
ID18546,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
ID18547,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,7,29,Online,0,0,0,109.0,1,Not_Canceled
ID18548,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,80.0,0,Canceled
ID18549,3,0,1,3,Meal Plan 1,0,Room_Type 4,67,2018,10,17,Online,0,0,0,151.2,2,Not_Canceled
ID18550,2,0,0,2,Meal Plan 1,0,Room_Type 4,9,2018,10,7,Online,0,0,0,175.0,2,Not_Canceled
ID18551,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75.0,0,Not_Canceled
ID18552,3,0,1,3,Meal Plan 1,0,Room_Type 4,246,2018,12,26,Online,0,0,0,104.55,0,Not_Canceled
ID18553,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,3,20,Online,0,0,0,139.0,0,Not_Canceled
ID18554,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
ID18555,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,5,16,Online,0,0,0,121.67,1,Not_Canceled
ID18556,2,0,1,5,Meal Plan 1,0,Room_Type 1,69,2018,8,15,Online,0,0,0,135.9,1,Not_Canceled
ID18557,2,1,0,3,Meal Plan 1,0,Room_Type 1,50,2018,11,15,Offline,0,0,0,75.0,0,Not_Canceled
ID18558,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,2,4,Online,0,0,0,72.07,1,Not_Canceled
ID18559,3,0,0,2,Meal Plan 1,0,Room_Type 4,66,2018,4,22,Online,0,0,0,137.7,1,Canceled
ID18560,2,0,0,1,Not Selected,0,Room_Type 1,143,2018,8,26,Online,0,0,0,85.5,0,Not_Canceled
ID18561,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
ID18562,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
ID18563,2,0,2,3,Meal Plan 1,0,Room_Type 1,208,2018,10,22,Online,0,0,0,96.3,0,Canceled
ID18564,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,4,7,Online,0,0,0,110.0,2,Not_Canceled
ID18565,2,0,1,4,Meal Plan 2,0,Room_Type 4,37,2018,11,14,Online,0,0,0,99.48,3,Not_Canceled
ID18566,1,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,70.0,1,Not_Canceled
ID18567,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2018,9,14,Online,0,0,0,184.0,0,Canceled
ID18568,3,0,1,3,Meal Plan 1,0,Room_Type 4,68,2018,8,29,Online,0,0,0,159.3,0,Canceled
ID18569,2,0,2,1,Not Selected,0,Room_Type 1,197,2018,10,30,Online,0,0,0,82.5,0,Canceled
ID18570,2,0,0,4,Meal Plan 1,1,Room_Type 2,232,2018,7,12,Online,0,0,0,105.25,1,Canceled
ID18571,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,5,7,Online,0,0,0,126.9,0,Not_Canceled
